Título,RQ,Categoria
Shapley-based Explainable AI for Clustering Applications in Fault Diagnosis and Prognosis,RQ1,Multi-setor
Shapley-based Explainable AI for Clustering Applications in Fault Diagnosis and Prognosis,RQ2,Diagnóstico / Causa-raiz (FDD)
Shapley-based Explainable AI for Clustering Applications in Fault Diagnosis and Prognosis,RQ2,RUL/Prognóstico
Shapley-based Explainable AI for Clustering Applications in Fault Diagnosis and Prognosis,RQ3,Diagnóstico/Causa-raiz
Shapley-based Explainable AI for Clustering Applications in Fault Diagnosis and Prognosis,RQ3,Planejamento/Otimização
Shapley-based Explainable AI for Clustering Applications in Fault Diagnosis and Prognosis,RQ4,Público
Shapley-based Explainable AI for Clustering Applications in Fault Diagnosis and Prognosis,RQ4,"Privados/proprietários, link: https://www.nasa.gov/content/prognostics-center-of-excellence-data-set-repository ."
Shapley-based Explainable AI for Clustering Applications in Fault Diagnosis and Prognosis,RQ5,Imagens (visão computacional)
Shapley-based Explainable AI for Clustering Applications in Fault Diagnosis and Prognosis,RQ5,Séries temporais (sensores/telemetria)
Shapley-based Explainable AI for Clustering Applications in Fault Diagnosis and Prognosis,RQ6,Não mencionado
Shapley-based Explainable AI for Clustering Applications in Fault Diagnosis and Prognosis,RQ7,Autoencoder/VAE
Shapley-based Explainable AI for Clustering Applications in Fault Diagnosis and Prognosis,RQ7,MLP/ANN (feedforward)
Shapley-based Explainable AI for Clustering Applications in Fault Diagnosis and Prognosis,RQ8,SHAP
Shapley-based Explainable AI for Clustering Applications in Fault Diagnosis and Prognosis,RQ9,Ambos
Shapley-based Explainable AI for Clustering Applications in Fault Diagnosis and Prognosis,RQ10,Classificação
Shapley-based Explainable AI for Clustering Applications in Fault Diagnosis and Prognosis,RQ10,Regressão
Shapley-based Explainable AI for Clustering Applications in Fault Diagnosis and Prognosis,RQ10,Detecção de anomalias/FDD
Shapley-based Explainable AI for Clustering Applications in Fault Diagnosis and Prognosis,RQ11,Dados
Shapley-based Explainable AI for Clustering Applications in Fault Diagnosis and Prognosis,RQ11,Modelagem
Shapley-based Explainable AI for Clustering Applications in Fault Diagnosis and Prognosis,RQ11,Interpretabilidade/XAI
Shapley-based Explainable AI for Clustering Applications in Fault Diagnosis and Prognosis,RQ11,Implantação & Tempo real
Steel Plates Fault Detection with Explainable Inter-Attribute Attention Network,RQ1,Siderúrgico/Metalurgia
Steel Plates Fault Detection with Explainable Inter-Attribute Attention Network,RQ2,Controle de Qualidade (Defeitos)
Steel Plates Fault Detection with Explainable Inter-Attribute Attention Network,RQ3,Diagnóstico/Causa-raiz
Steel Plates Fault Detection with Explainable Inter-Attribute Attention Network,RQ3,Planejamento/Otimização
Steel Plates Fault Detection with Explainable Inter-Attribute Attention Network,RQ4,"Público, link: http://archive.ics.uci.edu/ml/index.php ."
Steel Plates Fault Detection with Explainable Inter-Attribute Attention Network,RQ5,Tabular (dados estruturados/atributos/features)
Steel Plates Fault Detection with Explainable Inter-Attribute Attention Network,RQ6,Não mencionado
Steel Plates Fault Detection with Explainable Inter-Attribute Attention Network,RQ7,MLP/ANN (feedforward)
Steel Plates Fault Detection with Explainable Inter-Attribute Attention Network,RQ7,Transformer/Attention
Steel Plates Fault Detection with Explainable Inter-Attribute Attention Network,RQ8,Atenção/Attention (pesos/heatmaps)
Steel Plates Fault Detection with Explainable Inter-Attribute Attention Network,RQ9,Ambos
Steel Plates Fault Detection with Explainable Inter-Attribute Attention Network,RQ10,Classificação
Steel Plates Fault Detection with Explainable Inter-Attribute Attention Network,RQ11,Interpretabilidade/XAI
Steel Plates Fault Detection with Explainable Inter-Attribute Attention Network,RQ11,Dados
Through the Lens of Explainability: Enhancing Trust in Remaining Useful Life Prognosis Models,RQ1,Siderúrgico/Metalurgia
Through the Lens of Explainability: Enhancing Trust in Remaining Useful Life Prognosis Models,RQ2,RUL/Prognóstico
Through the Lens of Explainability: Enhancing Trust in Remaining Useful Life Prognosis Models,RQ3,Diagnóstico/Causa-raiz
Through the Lens of Explainability: Enhancing Trust in Remaining Useful Life Prognosis Models,RQ3,Prescrição/Recomendação
Through the Lens of Explainability: Enhancing Trust in Remaining Useful Life Prognosis Models,RQ3,HITL/Confiança/Uncertainty
Through the Lens of Explainability: Enhancing Trust in Remaining Useful Life Prognosis Models,RQ4,Privados/proprietários
Through the Lens of Explainability: Enhancing Trust in Remaining Useful Life Prognosis Models,RQ5,Tabular (dados estruturados/atributos/features)
Through the Lens of Explainability: Enhancing Trust in Remaining Useful Life Prognosis Models,RQ6,Não mencionado
Through the Lens of Explainability: Enhancing Trust in Remaining Useful Life Prognosis Models,RQ7,"CNN (Conv1D/2D, YOLO, Faster R-CNN, ResNet, DenseNet)"
Through the Lens of Explainability: Enhancing Trust in Remaining Useful Life Prognosis Models,RQ7,RNN (LSTM/GRU)
Through the Lens of Explainability: Enhancing Trust in Remaining Useful Life Prognosis Models,RQ7,Transformer/Attention
Through the Lens of Explainability: Enhancing Trust in Remaining Useful Life Prognosis Models,RQ8,LRP
Through the Lens of Explainability: Enhancing Trust in Remaining Useful Life Prognosis Models,RQ9,Locais
Through the Lens of Explainability: Enhancing Trust in Remaining Useful Life Prognosis Models,RQ10,Regressão
Through the Lens of Explainability: Enhancing Trust in Remaining Useful Life Prognosis Models,RQ10,Avaliação XAI quantitativa
Through the Lens of Explainability: Enhancing Trust in Remaining Useful Life Prognosis Models,RQ11,Interpretabilidade/XAI
Through the Lens of Explainability: Enhancing Trust in Remaining Useful Life Prognosis Models,RQ11,Adoção humana/HITL
Through the Lens of Explainability: Enhancing Trust in Remaining Useful Life Prognosis Models,RQ11,Privacidade/Confidencialidade/Regulação
Towards a Comprehensive Visual Quality Inspection for Industry 4.0.,RQ1,Manufatura (geral)
Towards a Comprehensive Visual Quality Inspection for Industry 4.0.,RQ2,Controle de Qualidade (Defeitos)
Towards a Comprehensive Visual Quality Inspection for Industry 4.0.,RQ3,HITL/Confiança/Uncertainty
Towards a Comprehensive Visual Quality Inspection for Industry 4.0.,RQ3,Inspeção visual/Localização
Towards a Comprehensive Visual Quality Inspection for Industry 4.0.,RQ4,Privados/proprietários
Towards a Comprehensive Visual Quality Inspection for Industry 4.0.,RQ5,Imagens (visão computacional)
Towards a Comprehensive Visual Quality Inspection for Industry 4.0.,RQ5,Séries temporais (sensores/telemetria)
Towards a Comprehensive Visual Quality Inspection for Industry 4.0.,RQ6,Não mencionado
Towards a Comprehensive Visual Quality Inspection for Industry 4.0.,RQ7,"CNN (Conv1D/2D, YOLO, Faster R-CNN, ResNet, DenseNet)"
Towards a Comprehensive Visual Quality Inspection for Industry 4.0.,RQ7,MLP/ANN (feedforward)
Towards a Comprehensive Visual Quality Inspection for Industry 4.0.,RQ8,Saliency/Grad-CAM/IG/Occlusion (visão)
Towards a Comprehensive Visual Quality Inspection for Industry 4.0.,RQ9,Locais
Towards a Comprehensive Visual Quality Inspection for Industry 4.0.,RQ10,Não mencionado
Towards a Comprehensive Visual Quality Inspection for Industry 4.0.,RQ11,Dados
Towards a Comprehensive Visual Quality Inspection for Industry 4.0.,RQ11,Adoção humana/HITL
Towards a Comprehensive Visual Quality Inspection for Industry 4.0.,RQ11,Generalização/Transferência
Towards AI driven surface roughness evaluation in manufacturing: a prospective study,RQ1,Manufatura (usinagem)
Towards AI driven surface roughness evaluation in manufacturing: a prospective study,RQ2,Controle de Qualidade (Defeitos)
Towards AI driven surface roughness evaluation in manufacturing: a prospective study,RQ3,Planejamento/Otimização
Towards AI driven surface roughness evaluation in manufacturing: a prospective study,RQ3,Prescrição/Recomendação
Towards AI driven surface roughness evaluation in manufacturing: a prospective study,RQ3,Alerta/Detecção
Towards AI driven surface roughness evaluation in manufacturing: a prospective study,RQ4,Revisão sistemática
Towards AI driven surface roughness evaluation in manufacturing: a prospective study,RQ5,Multimodal (fusão de modalidades)
Towards AI driven surface roughness evaluation in manufacturing: a prospective study,RQ6,Não mencionado
Towards AI driven surface roughness evaluation in manufacturing: a prospective study,RQ7,Não mencionado
Towards AI driven surface roughness evaluation in manufacturing: a prospective study,RQ8,SHAP
Towards AI driven surface roughness evaluation in manufacturing: a prospective study,RQ9,Ambos
Towards AI driven surface roughness evaluation in manufacturing: a prospective study,RQ10,Regressão
Towards AI driven surface roughness evaluation in manufacturing: a prospective study,RQ10,Classificação
Towards AI driven surface roughness evaluation in manufacturing: a prospective study,RQ11,Benchmarks/Padronização
Towards AI driven surface roughness evaluation in manufacturing: a prospective study,RQ11,Interpretabilidade/XAI
Towards AI driven surface roughness evaluation in manufacturing: a prospective study,RQ11,Infraestrutura & Integração
Towards AI driven surface roughness evaluation in manufacturing: a prospective study,RQ11,Dados
Towards big industrial data mining through explainable automated machine learning,RQ1,Manufatura (geral)
Towards big industrial data mining through explainable automated machine learning,RQ2,Controle de Qualidade (Defeitos)
Towards big industrial data mining through explainable automated machine learning,RQ2,Manutenção Prescritiva / Preditiva
Towards big industrial data mining through explainable automated machine learning,RQ3,Planejamento/Otimização
Towards big industrial data mining through explainable automated machine learning,RQ3,Diagnóstico/Causa-raiz
Towards big industrial data mining through explainable automated machine learning,RQ3,HITL/Confiança/Uncertainty
Towards big industrial data mining through explainable automated machine learning,RQ4,Público
Towards big industrial data mining through explainable automated machine learning,RQ5,Tabular (dados estruturados/atributos/features)
Towards big industrial data mining through explainable automated machine learning,RQ6,Não mencionado
Towards big industrial data mining through explainable automated machine learning,RQ7,"Não DL / ML clássico (Ensembles, iForest, DrCIF, etc.)"
Towards big industrial data mining through explainable automated machine learning,RQ8,XAI framework (AMLExplainer/Tool)
Towards big industrial data mining through explainable automated machine learning,RQ9,Ambos
Towards big industrial data mining through explainable automated machine learning,RQ10,Classificação
Towards big industrial data mining through explainable automated machine learning,RQ10,Latência/Tempo/Computação
Towards big industrial data mining through explainable automated machine learning,RQ10,Avaliação humana
Towards big industrial data mining through explainable automated machine learning,RQ11,Adoção humana/HITL
Towards big industrial data mining through explainable automated machine learning,RQ11,Interpretabilidade/XAI
Towards big industrial data mining through explainable automated machine learning,RQ11,Implantação & Tempo real
Towards big industrial data mining through explainable automated machine learning,RQ11,Infraestrutura & Integração
Towards region-based robotic machining system from perspective of intelligent manufacturing: A technology framework with case study,RQ1,Automotivo
Towards region-based robotic machining system from perspective of intelligent manufacturing: A technology framework with case study,RQ2,Robótica / Planejamento
Towards region-based robotic machining system from perspective of intelligent manufacturing: A technology framework with case study,RQ2,Controle de Qualidade (Defeitos)
Towards region-based robotic machining system from perspective of intelligent manufacturing: A technology framework with case study,RQ3,Planejamento/Otimização
Towards region-based robotic machining system from perspective of intelligent manufacturing: A technology framework with case study,RQ4,Privados/proprietários
Towards region-based robotic machining system from perspective of intelligent manufacturing: A technology framework with case study,RQ5,Imagens (visão computacional)
Towards region-based robotic machining system from perspective of intelligent manufacturing: A technology framework with case study,RQ6,Não mencionado
Towards region-based robotic machining system from perspective of intelligent manufacturing: A technology framework with case study,RQ7,"CNN (Conv1D/2D, YOLO, Faster R-CNN, ResNet, DenseNet)"
Towards region-based robotic machining system from perspective of intelligent manufacturing: A technology framework with case study,RQ8,Não mencionado
Towards region-based robotic machining system from perspective of intelligent manufacturing: A technology framework with case study,RQ9,Não mencionado
Towards region-based robotic machining system from perspective of intelligent manufacturing: A technology framework with case study,RQ10,Classificação
Towards region-based robotic machining system from perspective of intelligent manufacturing: A technology framework with case study,RQ10,Regressão
Towards region-based robotic machining system from perspective of intelligent manufacturing: A technology framework with case study,RQ11,Robótica/Logística
Towards region-based robotic machining system from perspective of intelligent manufacturing: A technology framework with case study,RQ11,Modelagem
Towards region-based robotic machining system from perspective of intelligent manufacturing: A technology framework with case study,RQ11,Dados
Transforming chemical process engineering The role of AI and machine learning in revolutionizing process systems,RQ1,Químico/Processos
Transforming chemical process engineering The role of AI and machine learning in revolutionizing process systems,RQ2,Otimização / Controle de Processo
Transforming chemical process engineering The role of AI and machine learning in revolutionizing process systems,RQ2,Manutenção Prescritiva / Preditiva
Transforming chemical process engineering The role of AI and machine learning in revolutionizing process systems,RQ2,Diagnóstico / Causa-raiz (FDD)
Transforming chemical process engineering The role of AI and machine learning in revolutionizing process systems,RQ2,Detecção de Anomalias/Falhas
Transforming chemical process engineering The role of AI and machine learning in revolutionizing process systems,RQ3,Prescrição/Recomendação
Transforming chemical process engineering The role of AI and machine learning in revolutionizing process systems,RQ3,Planejamento/Otimização
Transforming chemical process engineering The role of AI and machine learning in revolutionizing process systems,RQ3,Alerta/Detecção
Transforming chemical process engineering The role of AI and machine learning in revolutionizing process systems,RQ3,Diagnóstico/Causa-raiz
Transforming chemical process engineering The role of AI and machine learning in revolutionizing process systems,RQ4,Revisão sistemática
Transforming chemical process engineering The role of AI and machine learning in revolutionizing process systems,RQ5,Multimodal (fusão de modalidades)
Transforming chemical process engineering The role of AI and machine learning in revolutionizing process systems,RQ6,Não mencionado
Transforming chemical process engineering The role of AI and machine learning in revolutionizing process systems,RQ7,Não mencionado
Transforming chemical process engineering The role of AI and machine learning in revolutionizing process systems,RQ8,SHAP
Transforming chemical process engineering The role of AI and machine learning in revolutionizing process systems,RQ8,LIME
Transforming chemical process engineering The role of AI and machine learning in revolutionizing process systems,RQ9,Ambos
Transforming chemical process engineering The role of AI and machine learning in revolutionizing process systems,RQ10,Regressão
Transforming chemical process engineering The role of AI and machine learning in revolutionizing process systems,RQ10,Classificação
Transforming chemical process engineering The role of AI and machine learning in revolutionizing process systems,RQ10,Métricas operacionais
Transforming chemical process engineering The role of AI and machine learning in revolutionizing process systems,RQ11,Dados
Transforming chemical process engineering The role of AI and machine learning in revolutionizing process systems,RQ11,Interpretabilidade/XAI
Transforming chemical process engineering The role of AI and machine learning in revolutionizing process systems,RQ11,Implantação & Tempo real
Transforming chemical process engineering The role of AI and machine learning in revolutionizing process systems,RQ11,Infraestrutura & Integração
Transforming chemical process engineering The role of AI and machine learning in revolutionizing process systems,RQ11,Privacidade/Confidencialidade/Regulação
TwinExplainer Explaining Predictions of an Automotive Digital Twin,RQ1,Automotivo
TwinExplainer Explaining Predictions of an Automotive Digital Twin,RQ2,Manutenção Prescritiva / Preditiva
TwinExplainer Explaining Predictions of an Automotive Digital Twin,RQ2,Detecção de Anomalias/Falhas
TwinExplainer Explaining Predictions of an Automotive Digital Twin,RQ3,Diagnóstico/Causa-raiz
TwinExplainer Explaining Predictions of an Automotive Digital Twin,RQ3,HITL/Confiança/Uncertainty
TwinExplainer Explaining Predictions of an Automotive Digital Twin,RQ4,Privados/proprietários
TwinExplainer Explaining Predictions of an Automotive Digital Twin,RQ5,Séries temporais (sensores/telemetria)
TwinExplainer Explaining Predictions of an Automotive Digital Twin,RQ6,Não mencionado
TwinExplainer Explaining Predictions of an Automotive Digital Twin,RQ7,"CNN (Conv1D/2D, YOLO, Faster R-CNN, ResNet, DenseNet)"
TwinExplainer Explaining Predictions of an Automotive Digital Twin,RQ8,SHAP
TwinExplainer Explaining Predictions of an Automotive Digital Twin,RQ9,Ambos
TwinExplainer Explaining Predictions of an Automotive Digital Twin,RQ10,Detecção de anomalias/FDD
TwinExplainer Explaining Predictions of an Automotive Digital Twin,RQ11,Interpretabilidade/XAI
TwinExplainer Explaining Predictions of an Automotive Digital Twin,RQ11,Adoção humana/HITL
Using an Explainable Machine Learning Approach to Minimize Opportunistic Maintenance Interventions,RQ1,Plásticos
Using an Explainable Machine Learning Approach to Minimize Opportunistic Maintenance Interventions,RQ2,Manutenção Prescritiva / Preditiva
Using an Explainable Machine Learning Approach to Minimize Opportunistic Maintenance Interventions,RQ2,Diagnóstico / Causa-raiz (FDD)
Using an Explainable Machine Learning Approach to Minimize Opportunistic Maintenance Interventions,RQ2,Detecção de Anomalias/Falhas
Using an Explainable Machine Learning Approach to Minimize Opportunistic Maintenance Interventions,RQ3,Diagnóstico/Causa-raiz
Using an Explainable Machine Learning Approach to Minimize Opportunistic Maintenance Interventions,RQ3,Prescrição/Recomendação
Using an Explainable Machine Learning Approach to Minimize Opportunistic Maintenance Interventions,RQ3,Planejamento/Otimização
Using an Explainable Machine Learning Approach to Minimize Opportunistic Maintenance Interventions,RQ4,Privados/proprietários
Using an Explainable Machine Learning Approach to Minimize Opportunistic Maintenance Interventions,RQ5,Séries temporais (sensores/telemetria)
Using an Explainable Machine Learning Approach to Minimize Opportunistic Maintenance Interventions,RQ6,Não mencionado
Using an Explainable Machine Learning Approach to Minimize Opportunistic Maintenance Interventions,RQ7,"Não DL / ML clássico (Ensembles, iForest, DrCIF, etc.)"
Using an Explainable Machine Learning Approach to Minimize Opportunistic Maintenance Interventions,RQ8,SHAP
Using an Explainable Machine Learning Approach to Minimize Opportunistic Maintenance Interventions,RQ9,Ambos
Using an Explainable Machine Learning Approach to Minimize Opportunistic Maintenance Interventions,RQ10,Não mencionado
Using an Explainable Machine Learning Approach to Minimize Opportunistic Maintenance Interventions,RQ11,Dados
Using an Explainable Machine Learning Approach to Minimize Opportunistic Maintenance Interventions,RQ11,Modelagem
Using an Explainable Machine Learning Approach to Minimize Opportunistic Maintenance Interventions,RQ11,Generalização/Transferência
Using Deep Learning to Value Free-Form Text Data for Predictive Maintenance,RQ1,Aeroespacial
Using Deep Learning to Value Free-Form Text Data for Predictive Maintenance,RQ2,Forecasting (Demanda / Soft Sensing)
Using Deep Learning to Value Free-Form Text Data for Predictive Maintenance,RQ2,Diagnóstico / Causa-raiz (FDD)
Using Deep Learning to Value Free-Form Text Data for Predictive Maintenance,RQ2,Manutenção Prescritiva / Preditiva
Using Deep Learning to Value Free-Form Text Data for Predictive Maintenance,RQ3,Planejamento/Otimização
Using Deep Learning to Value Free-Form Text Data for Predictive Maintenance,RQ3,Diagnóstico/Causa-raiz
Using Deep Learning to Value Free-Form Text Data for Predictive Maintenance,RQ3,HITL/Confiança/Uncertainty
Using Deep Learning to Value Free-Form Text Data for Predictive Maintenance,RQ4,Privados/proprietários
Using Deep Learning to Value Free-Form Text Data for Predictive Maintenance,RQ5,Texto (logs/texto livre)
Using Deep Learning to Value Free-Form Text Data for Predictive Maintenance,RQ6,Não mencionado
Using Deep Learning to Value Free-Form Text Data for Predictive Maintenance,RQ7,Transformer/Attention
Using Deep Learning to Value Free-Form Text Data for Predictive Maintenance,RQ8,LIME
Using Deep Learning to Value Free-Form Text Data for Predictive Maintenance,RQ9,Ambos
Using Deep Learning to Value Free-Form Text Data for Predictive Maintenance,RQ10,Classificação
Using Deep Learning to Value Free-Form Text Data for Predictive Maintenance,RQ10,Detecção de anomalias/FDD
Using Deep Learning to Value Free-Form Text Data for Predictive Maintenance,RQ11,Dados
Using Deep Learning to Value Free-Form Text Data for Predictive Maintenance,RQ11,Infraestrutura & Integração
Using Deep Learning to Value Free-Form Text Data for Predictive Maintenance,RQ11,Adoção humana/HITL
Utilizing knowledge graphs for explainable artificial intelligence in manufacturing,RQ1,Manufatura (geral)
Utilizing knowledge graphs for explainable artificial intelligence in manufacturing,RQ2,Controle de Qualidade (Defeitos)
Utilizing knowledge graphs for explainable artificial intelligence in manufacturing,RQ2,Detecção de Anomalias/Falhas
Utilizing knowledge graphs for explainable artificial intelligence in manufacturing,RQ3,Diagnóstico/Causa-raiz
Utilizing knowledge graphs for explainable artificial intelligence in manufacturing,RQ3,HITL/Confiança/Uncertainty
Utilizing knowledge graphs for explainable artificial intelligence in manufacturing,RQ4,Privados/proprietários
Utilizing knowledge graphs for explainable artificial intelligence in manufacturing,RQ5,Séries temporais (sensores/telemetria)
Utilizing knowledge graphs for explainable artificial intelligence in manufacturing,RQ6,Edge
Utilizing knowledge graphs for explainable artificial intelligence in manufacturing,RQ7,"Não DL / ML clássico (Ensembles, iForest, DrCIF, etc.)"
Utilizing knowledge graphs for explainable artificial intelligence in manufacturing,RQ8,Knowledge Graph/Ontologia/Regras
Utilizing knowledge graphs for explainable artificial intelligence in manufacturing,RQ9,Locais
Utilizing knowledge graphs for explainable artificial intelligence in manufacturing,RQ10,Classificação
Utilizing knowledge graphs for explainable artificial intelligence in manufacturing,RQ10,Latência/Tempo/Computação
Utilizing knowledge graphs for explainable artificial intelligence in manufacturing,RQ10,Avaliação humana
Utilizing knowledge graphs for explainable artificial intelligence in manufacturing,RQ11,Adoção humana/HITL
Utilizing knowledge graphs for explainable artificial intelligence in manufacturing,RQ11,Interpretabilidade/XAI
XAI Sustainable Human in the Loop Maintenance,RQ1,Automotivo
XAI Sustainable Human in the Loop Maintenance,RQ2,Manutenção
XAI Sustainable Human in the Loop Maintenance,RQ2,EoL Sustentável
XAI Sustainable Human in the Loop Maintenance,RQ3,Prescrição/Recomendação
XAI Sustainable Human in the Loop Maintenance,RQ3,HITL/Confiança/Uncertainty
XAI Sustainable Human in the Loop Maintenance,RQ3,Planejamento/Otimização
XAI Sustainable Human in the Loop Maintenance,RQ4,Não mencionado
XAI Sustainable Human in the Loop Maintenance,RQ5,Multimodal (fusão de modalidades)
XAI Sustainable Human in the Loop Maintenance,RQ6,Não mencionado
XAI Sustainable Human in the Loop Maintenance,RQ7,Não mencionado
XAI Sustainable Human in the Loop Maintenance,RQ8,Knowledge Graph/Ontologia/Regras
XAI Sustainable Human in the Loop Maintenance,RQ9,Locais
XAI Sustainable Human in the Loop Maintenance,RQ10,Não mencionado
XAI Sustainable Human in the Loop Maintenance,RQ11,Adoção humana/HITL
XAI Sustainable Human in the Loop Maintenance,RQ11,Interpretabilidade/XAI
XAI-KG: knowledge graph to support XAI and decision-making in manufacturing.,RQ1,Manufatura (geral)
XAI-KG: knowledge graph to support XAI and decision-making in manufacturing.,RQ2,Forecasting (Demanda / Soft Sensing)
XAI-KG: knowledge graph to support XAI and decision-making in manufacturing.,RQ3,Planejamento/Otimização
XAI-KG: knowledge graph to support XAI and decision-making in manufacturing.,RQ3,Diagnóstico/Causa-raiz
XAI-KG: knowledge graph to support XAI and decision-making in manufacturing.,RQ3,HITL/Confiança/Uncertainty
XAI-KG: knowledge graph to support XAI and decision-making in manufacturing.,RQ4,Simulados/gerados
XAI-KG: knowledge graph to support XAI and decision-making in manufacturing.,RQ4,"Privados/proprietários,"
XAI-KG: knowledge graph to support XAI and decision-making in manufacturing.,RQ5,Forecasting (Demanda / Soft Sensing)
XAI-KG: knowledge graph to support XAI and decision-making in manufacturing.,RQ5,Tabular (dados estruturados/atributos/features)
XAI-KG: knowledge graph to support XAI and decision-making in manufacturing.,RQ6,Não mencionado
XAI-KG: knowledge graph to support XAI and decision-making in manufacturing.,RQ7,Não mencionado
XAI-KG: knowledge graph to support XAI and decision-making in manufacturing.,RQ8,LIME
XAI-KG: knowledge graph to support XAI and decision-making in manufacturing.,RQ9,Locais
XAI-KG: knowledge graph to support XAI and decision-making in manufacturing.,RQ10,Grafo/KG (nós/paths/TPL/MPL/APL)
XAI-KG: knowledge graph to support XAI and decision-making in manufacturing.,RQ11,Adoção humana/HITL
XAI-KG: knowledge graph to support XAI and decision-making in manufacturing.,RQ11,Interpretabilidade/XAI
XFDDC: eXplainable Fault Detection Diagnosis and Correction framework for chemical process systems,RQ1,Químico/Processos
XFDDC: eXplainable Fault Detection Diagnosis and Correction framework for chemical process systems,RQ2,Diagnóstico / Causa-raiz (FDD)
XFDDC: eXplainable Fault Detection Diagnosis and Correction framework for chemical process systems,RQ2,Manutenção Prescritiva / Preditiva
XFDDC: eXplainable Fault Detection Diagnosis and Correction framework for chemical process systems,RQ3,Diagnóstico/Causa-raiz
XFDDC: eXplainable Fault Detection Diagnosis and Correction framework for chemical process systems,RQ3,Prescrição/Recomendação
XFDDC: eXplainable Fault Detection Diagnosis and Correction framework for chemical process systems,RQ3,HITL/Confiança/Uncertainty
XFDDC: eXplainable Fault Detection Diagnosis and Correction framework for chemical process systems,RQ4,Público
XFDDC: eXplainable Fault Detection Diagnosis and Correction framework for chemical process systems,RQ4,"Simulado, dataset de benchmark Tennessee Eastman Process (TEP)"
XFDDC: eXplainable Fault Detection Diagnosis and Correction framework for chemical process systems,RQ5,Séries temporais (sensores/telemetria)
XFDDC: eXplainable Fault Detection Diagnosis and Correction framework for chemical process systems,RQ5,Tabular (dados estruturados/atributos/features)
XFDDC: eXplainable Fault Detection Diagnosis and Correction framework for chemical process systems,RQ6,Não mencionado
XFDDC: eXplainable Fault Detection Diagnosis and Correction framework for chemical process systems,RQ7,"Não DL / ML clássico (Ensembles, iForest, DrCIF, etc.)"
XFDDC: eXplainable Fault Detection Diagnosis and Correction framework for chemical process systems,RQ8,SHAP
XFDDC: eXplainable Fault Detection Diagnosis and Correction framework for chemical process systems,RQ9,Ambos
XFDDC: eXplainable Fault Detection Diagnosis and Correction framework for chemical process systems,RQ10,Detecção de anomalias/FDD
XFDDC: eXplainable Fault Detection Diagnosis and Correction framework for chemical process systems,RQ10,Classificação
XFDDC: eXplainable Fault Detection Diagnosis and Correction framework for chemical process systems,RQ11,Privacidade/Confidencialidade/Regulação
XFDDC: eXplainable Fault Detection Diagnosis and Correction framework for chemical process systems,RQ11,Modelagem
